Date Posted,Response Deadline,Country,Industry Classification,Product/Service Classification,Type of Opportunity,Federal Agency/Department,Sub-Agency/Department,Opportunity Description,Award Amount $,Active?,Date Awarded,Awardee,Date Archived,SAM.gov Link,Notice ID,Solicitation #,Award Number
2025-12-12 07:48:58.575,2025-12-23T14:00:00+09:00,Japan,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","TRUCKS AND TRUCK TRACTORS, WHEELED",Solicitation,DEPT OF DEFENSE,DEPT OF THE NAVY,"Procurement of 2each Aerial Platform 36M for NAVFAC, Yokosuka.",,Yes,,,2026-12-12,https://sam.gov/workspace/contract/opp/42d43a4e3127475caabc2cd4e437eaa9/view,42d43a4e3127475caabc2cd4e437eaa9,N4008426Q1002,
2025-12-12 07:42:33.472,2025-12-23T14:00:00+09:00,Japan,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","TRUCKS AND TRUCK TRACTORS, WHEELED",Solicitation,DEPT OF DEFENSE,DEPT OF THE NAVY,"Procurement of 2each Aerial Platform 36M for NAVFAC, Yokosuka.",,Yes,,,2026-12-12,https://sam.gov/workspace/contract/opp/dd709c1fe4b140d590ff4e930296cbbf/view,dd709c1fe4b140d590ff4e930296cbbf,N4008426Q1002,
2025-12-12 07:27:59.822,2026-01-06T23:59:00+07:00,Laos,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,LEASE-RENT OF PREFAB STRUCTURES,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The U.S. Embassy Vientiane requires the supply and delivery of the necessary equipment, tools, labor, supervision, and management/administrative support for this contract to deliver the rented modular showers, rented modular toilets, and rented portable generator 50KVA at the following locations: Site REFNO 1803 (48P YC 75398 01786) at Ban Dakpar, Dakchung District, Xekong Province Site REFNO 0359 (48Q WE 79697 98977) Site REFNO 1601 (48Q XD 12063 98528) at Ban Hinlap-Nam Okhou, Boualapha District, Khammouane Province, Lao PDR These items will be used by Joint Field Activity U.S. and Lao team members. Work shall be performed under a fixed-price contract. The Contractor must include periodic maintenance servicing, warranty, and any freebies, if applicable.",,Yes,,,2026-01-21,https://sam.gov/workspace/contract/opp/089459c5356b4d2391ae7195e9b0d913/view,089459c5356b4d2391ae7195e9b0d913,19LA9026Q0003,
2025-12-12 07:11:09.397,,Singapore,Hotels (except Casino Hotels) and Motels,LODGING - HOTEL/MOTEL,Special Notice,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1. Purpose of this Special Notice This Special Notice is issued by the U.S. Embassy Singapore to satisfy public notification and market research requirements under FAR Parts 5 and 10, and to announce the Embassys intent to issue a sole-source award for venue and catering services in support of an official diplomatic representational event. The purposes of this notice are to: Identify whether any venue in Singapore is capable of meeting the Embassys comprehensive representational, operational, aesthetic, architectural, acoustic, geographic, and regulatory requirements; Provide transparent public notice that the Embassy anticipates only one responsible source will be capable of meeting these requirements; and Document that competition is not feasible and that a sole-source award will result under 41 U.S.C. § 3304(a)(1) and FAR 6.302-1. This notice is not a solicitation and does not constitute an offer. No solicitation will be issued, and no competitive procurement will occur. The Government intends to issue a sole-source award pending completion of market research. 2. Background of the Event The U.S. Embassy Singapore will host a major official diplomatic representational event commemorating: The 250th anniversary of the independence of the United States of America, and The 60th anniversary of diplomatic relations between the United States and Singapore. Participants will include senior U.S. Government officials, Singaporean officials, members of the diplomatic corps, and other invited guests. The venue selected must reflect the significance of these anniversaries and support the dignity, representational character, ceremonial elements, and security considerations associated with high-level diplomatic events. 3. Scope of Required Services The Embassy requires a venue in Singapore that: Operates as a licensed hospitality establishment; Provides licensed in-house catering suitable for a formal diplomatic reception; Offers high-quality indoor and outdoor spaces appropriate for speeches, bilateral engagement, and representational programming; Offers architectural, aesthetic, acoustic, and environmental qualities suitable for senior-level diplomatic events; Offers security arrangements suitable for a large diplomatic gathering; Provides space appropriate for potential musical performance by a well-known singer. External event planners, intermediaries, or catering contractors are not eligible. Only venues with internal operational capability and licensed in-house catering qualify. 4. Representational and Aesthetic Requirements Venue suitability will be assessed based on qualitative representational factors essential to mission requirements: Representational Prestige. The venue must provide an atmosphere appropriate for high-level diplomatic engagement and national-anniversary commemoration. Aesthetic Suitability. Interior finishes, lighting, décor, landscaping, and overall visual presentation must reflect the dignity and ceremonial profile of the event. Architectural Suitability. The venue must include spaces suitable for formal remarks, bilateral interaction, diplomatic greetings, and controlled guest movement. Acoustic Suitability. The venue must allow for: Clear and intelligible speech; Professional sound reinforcement; Minimal echo and ambient interference; Potential live performance of a well-known musical artist. Layout and Flow Requirements. The venue must support flexible configurations, guest circulation, and VIP pathways that align with non-public U.S. Government operational and security considerations. Because these requirements are inherently qualitative, they cannot be defined as measurable technical criteria. Thus: Lowest-Price Technically-Acceptable (LPTA) evaluation is impossible, Best-Value Tradeoff cannot be conducted, and A competitive solicitation cannot be developed without compromising mission needs. 5. Location and Aerial Display Viewing Compatibility The Embassy is assessing the potential inclusion of an off-site aerial display (e.g., fireworks or drone show). No commitment has been made. To preserve feasibility: The venue must be located in an area of Singapore that is historically compatible with private-event aerial display approvals; and The venue must provide clear visibility toward such areas. The venue will not host, store, or launch fireworks or drones. All aviation, UAS, and pyrotechnic approvals remain the responsibility of the U.S. Government and licensed operators. This requirement derives from Singapore host-nation regulatory constraints. 6. Security and Operational Requirements Certain U.S. Government security and operational requirements: Are not publicly releasable; Have a direct impact on venue suitability; Cannot be expressed in objective solicitation terms; Require on-site assessment; Necessitate a qualitative venue selection process based on informed diplomatic judgment. These non-public requirements independently support a sole-source determination under FAR 6.302-1. 7. Mandatory Minimum Venue Capabilities A qualifying venue must: Be a Singapore-registered hospitality business, fully licensed and tax compliant. Provide licensed in-house catering suitable for a formal diplomatic reception. Provide high-quality indoor and outdoor spaces that meet representational and security needs. Provide appropriate architectural, aesthetic, and acoustic characteristics. Support layout flexibility aligned with diplomatic protocol and security considerations. Be located in an area compatible with historical private-event aerial display approvals. Provide a dedicated, authorized on-site representative for planning and execution. Not operate as a pass-through or subcontractor-led arrangement. Require no construction or renovation to meet requirements. 8. Determination That Competition Is Not Feasible Competition is not feasible because: Requirements are primarily representational, aesthetic, architectural, and acoustic in nature; These characteristics are qualitative and not susceptible to measurable evaluation standards; Essential security and operational requirements cannot be publicly disclosed; Host-nation regulatory constraints regarding aerial displays materially limit eligible venue locations; The Embassy cannot conduct LPTA or Tradeoff processes; A competitive solicitation cannot be drafted without compromising mission requirements. Accordingly: No solicitation will be issued. No competitive procurement will occur. A sole-source award will result under 41 U.S.C. § 3304(a)(1) and FAR 6.302-1. 9. Funding Information No U.S. appropriated funds are planned for use in connection with this event. The U.S. Government retains full control over requirements, vendor selection, and award decisions; private donors will have no role in procurement processes The event will be supported through privately donated representational funds, which is a long-standing customary practice at U.S. diplomatic missions worldwide. Fundraising has begun; however, no contract award can be made until sufficient representational funds have been received. Any award is contingent upon the completion of required market research and the availability of sufficient donated funds. The use of donated funds does not alter or diminish any requirement that this acquisition be conducted solely under U.S. Government procurement authorities. 10. Expressions of Interest (Market Research Only) Venues that believe they meet all requirements may submit an expression of interest that includes: Confirmation of Singapore business registration and licensing; Detailed descriptions of indoor and outdoor event spaces; In-house catering capabilities; Acoustic suitability information; Location and sightline details; Confirmation of an authorized on-site representative; Confirmation that no renovations or construction are required. Pricing information is not requested at this time. The Embassy may, at its sole discretion, conduct site visits to assess representational, operational, and security suitability. Submission does not constitute a proposal and does not create a competitive opportunity. 11. No Solicitation Will Be Issued No solicitation will be posted. No proposals will be requested. No competition will occur. The U.S. Government is not obligated to proceed with an award even if a venue is identified that meets all requirements. A sole-source award will occur only after required market research is complete and sufficient representational funds are available. 12. Disclaimer This notice does not obligate the U.S. Government to award a contract or reimburse any costs associated with responding. All responses are voluntary and at the respondents expense. 13. Response Due Date Expressions of interest must be submitted via email to SGProcurementRFQ@state.gov no later than December 26, 2025 at 17:00 Singapore Time. Responses received after this date may not be reviewed if the Embassy has already completed its market research.",,Yes,,,2026-01-15,https://sam.gov/workspace/contract/opp/c374eeb94eaf4e2682508d599229c956/view,c374eeb94eaf4e2682508d599229c956,19SN1026Q0010,
2025-12-12 07:07:44.292,2026-01-06T23:59:00+07:00,Laos,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,LEASE-RENT OF PREFAB STRUCTURES,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The U.S. Embassy Vientiane requires the supply and delivery of the necessary equipment, tools, labor, supervision, and management/administrative support for this contract to deliver the rented modular showers, rented modular toilets, and rented portable generator 50KVA at the following locations: Site REFNO 1803 (48P YC 75398 01786) at Ban Dakpar, Dakchung District, Xekong Province Site REFNO 0359 (48Q WE 79697 98977) Site REFNO 1601 (48Q XD 12063 98528) at Ban Hinlap-Nam Okhou, Boualapha District, Khammouane Province, Lao PDR These items will be used by Joint Field Activity U.S. and Lao team members. Work shall be performed under a fixed-price contract. The Contractor must include periodic maintenance servicing, warranty, and any freebies, if applicable.",,Yes,,,2026-01-21,https://sam.gov/workspace/contract/opp/911f1704e94e4ad19ca5c71b2e4f1f5d/view,911f1704e94e4ad19ca5c71b2e4f1f5d,19LA9026Q0003,
2025-12-12 06:46:41.808,2026-01-16T12:00:00+09:00,Japan,Landscaping Services,LANDSCAPING/GROUNDSKEEPING SERVICES,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","This is a firm-fixed-price contract for the Contractor to provide gardening services at the U.S. Consulate General Sapporo, Japan. All responsible sources may submit a quote, which will be considered. The Government may award the contract based on initial offers without discussion. The resultant contract will be a firm-fixed-price contract. The Government is planning a pre-quotation conference; the date and details will be provided in the solicitation. All contractors must be registered in the System for Award Management (SAM) at https://www.sam.gov prior to submitting a quotation, pursuant to FAR provision 52.204-7. Prospective quoters are therefore required to register before submitting quotations. This opportunity is subject to FAR 52.229-12, Tax on Certain Foreign Procurements (FEB 2021). Electronic Submission/Responses: This opportunity allows for electronic responses. Please submit your quote prior to the response date and time. Please ensure that your with your quote does not exceed 15MB. If your submission exceeds this limit, you may need to send multiple emails.",,Yes,,,2026-01-31,https://sam.gov/workspace/contract/opp/981e8ecc23db4dd9b722bdf04afb033e/view,981e8ecc23db4dd9b722bdf04afb033e,19JA7026Q0028,
2025-12-12 06:41:14.550,2026-01-16T12:00:00+09:00,Japan,Janitorial Services,CUSTODIAL JANITORIAL SERVICES,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","This is a firm-fixed-price contract for the Contractor to provide janitorial services at the U.S. Consulate General Sapporo, Japan. All responsible sources may submit a quote, which will be considered. The Government may award the contract based on initial offers without discussion. The resultant contract will be a firm-fixed-price contract. The Government is planning a pre-quotation conference; the date and details will be provided in the solicitation. All contractors must be registered in the System for Award Management (SAM) at https://www.sam.gov prior to submitting a quotation, pursuant to FAR provision 52.204-7. Prospective quoters are therefore required to register before submitting quotations. This opportunity is subject to FAR 52.229-12, Tax on Certain Foreign Procurements (FEB 2021). Electronic Submission/Responses: This opportunity allows for electronic responses. Please submit your quote prior to the response date and time. Please ensure that your with your quote does not exceed 15MB. If your submission exceeds this limit, you may need to send multiple emails.",,Yes,,,2026-01-31,https://sam.gov/workspace/contract/opp/58b51b2440a24a7b8405de0cd5288cfd/view,58b51b2440a24a7b8405de0cd5288cfd,19JA7026Q0027,
2025-12-12 06:26:14.808,2026-01-30T12:00:00+07:00,Indonesia,Janitorial Services,CUSTODIAL JANITORIAL SERVICES,Presolicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The Embassy of the United States in Jakarta, Indonesia has a requirement for Exterior Façade and Window Cleaning Services. Please note this solicitation is not ready to be issued as of this date. The Embassy will launch the solicitation on the SAM.gov website when it is available. The anticipated performance period is for one (1) base year plus four (4) option-years. All responsible sources may submit a quotation, which will be considered. The Government may award the contract based on the initial offer without discussion. The resultant contract will be a firm fixed price type contract. The Government is planning a pre-quotation conference and the date for this conference will be in the solicitation. All contractors must be registered in the SAM (System for Award Management) Database https://www.sam.gov prior to submitting an offer pursuant to FAR provision 52.204-7. Therefore, prospective offerors are encouraged to register prior to the submittal of quotations/proposals. The guidelines for registration in SAM are also available at: https://www.fsd.gov/fsd-gov/learning-center-system.do?sysparm_system=SAM Electronic Submission/Responses: This opportunity allows for electronic responses. Please submit your offer prior to the response date and time.",,Yes,,,2026-02-14,https://sam.gov/workspace/contract/opp/edd1053a152c45a8a04ef4f06b55f992/view,edd1053a152c45a8a04ef4f06b55f992,191D3226R0003,
2025-12-12 06:21:18.080,2026-01-12T16:30:00+08:00,Singapore,Electrical Contractors and Other Wiring Installation Contractors,MAINTENANCE OF OFFICE BUILDINGS,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","Dear Prospective Quoter: Subject: Request for Quotations number 19SN1026Q0006 Enclosed is a Request for Quotations (RFQ) to upgrade the electrical power in the US Embassy Singapore by installing 2 additional units of 240V 30A circuits. If you would like to submit a quotation, follow the instructions in Section J of the solicitation, complete the required portions of the attached document, and submit it to the address shown on Standard Form 1442 that follows this letter. The U.S. Government intends to award a contract to the responsible company submitting an acceptable offer at the lowest price. We intend to award a contract/purchase order based on initial quotations, without holding discussions, although we may hold discussions with companies in the competitive range if there is a need to do so. Please pay attention to a crucial requirement outlined in the DOSAR 652.242-73. This requirement mandates that all vendors possess the necessary licenses and permits to conduct business in the Singapore It is essential to ensure compliance with all Singaporean regulations and legalities to operate successfully in the country. Specifically, the Singaporean Tax authorities expect businesses to obtain a tax identification number and fulfill tax obligations. You should review local laws before submitting a quotation. Submit your electronic quotations with the subject RFQ for Electrical Power Upgrade to SGProcurementRFQ@state.gov by January 12, 2026 at 16:30 local time. No quotations will be accepted after this time. Quotations must be in English. Incomplete quotations will not be accepted. The submission should be in MS-Word 2007/2010, MS-Excel 2007/2010, or Adobe Acrobat (pdf) format, not exceeding 30MB. If necessary, split larger files and send them in separate emails, each under 30MB. If necessary, split larger files and send them in separate emails, each under 30MB. Each quotation should consist of two (2) volumes, as noted in Section J. All questions regarding this solicitation must be submitted in writing to SGProcurementRFQ@state.gov by December 19, 2025 at 13:00 hours SGT. To be considered, your quotation must include: 1. SF-1442 2. Section A, Pricing 3. Section L Representations and Certifications 4. Additional information as required in Section J 5. Proof of SAM Registration Offerors shall be registered in the SAM (System for Award Management) database at https://www.sam.gov prior to submittal of their offer/proposal as prescribed under FAR 4.1102. Failure to be registered at time of proposal submission may deem the offerors proposal to be considered non-responsible and no further consideration will be given. Therefore, offerors are highly encouraged to register immediately if they are interested in submitting a response to this requirement.",,Yes,,,2026-02-12,https://sam.gov/workspace/contract/opp/aa1a915f9dce46c48fbc919cdc9ef170/view,aa1a915f9dce46c48fbc919cdc9ef170,19SN1026Q0006,
2025-12-12 02:02:24.601,,Singapore,Electrical Contractors and Other Wiring Installation Contractors,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,Presolicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","Please note this solicitation is not ready to be issued as of this date. The Embassy of the United States in Singapore will launch the solicitation on the SAM.gov website when it is available. The Department of State, U.S. Embassy Singapore has a requirement for the replacement of the air-condition (AC) cooling system and upgrade the distribution board (DB) in the US Embassy Singapore server room. All responsible sources may submit a quotation, which will be considered. The Government may award the contract based on the initial offer without discussion. The resultant contract will be a firm fixed price type-contract. The Government is planning a pre-quotation conference and the date for this conference will be in the solicitation. All contractors must be registered in the SAM (System for Award Management) database at https://www.sam.gov prior to submitting an offer pursuant to FAR provision 52.204-7. Therefore, prospective offerors are highly encouraged to register immediately if they are interested in submitting a response to this requirement. The guidelines for registration in SAM are also available at: https://www.fsd.gov/gsafsd_sp Performance of this contract will take place in Singapore, prospective offerors must possess all required local licenses, permits, and authorizations to operate legally. Contractors will also be responsible for complying with all applicable local labor, safety, and tax laws, and must ensure that any such obligations are satisfied prior to contract performance. This acquisition will include DOSAR clause 652.242-73  Authorization and Performance (AUG 1999). Electronic Submission/Responses: Electronic submission requirements will follow the instructions outlined in the solicitation. Other Information: Prospective quoters must be able to comply with all Singapore legal and regulatory requirements for operating in Singapore. Refer to the following links: www.acra.gov.sg/home https://www.mof.gov.sg/policies/taxes/goods-and-services-tax https://www.mom.gov.sg/",,Yes,,,2026-02-12,https://sam.gov/workspace/contract/opp/1fc1d60f25f94ff5aaba56e697da434f/view,1fc1d60f25f94ff5aaba56e697da434f,19SN1026Q0007,
2025-12-12 00:36:05.289,2026-01-05T16:30:00+09:00,Palau,Motor Vehicle and Parts Dealers,PASSENGER MOTOR VEHICLES,Presolicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","This solicitation is not ready to be issued as of this date. The Embassy of the United States in Koror will launch the Solicitation on SAM.gov website when it is available. This Solicitation is for the KOR MP - Vehicle Purchase of the United States of America in Koror, palau. This is a fixed price type contract. All contractors must be registered in SAM (System for Award Management) Database https://sam.gov/ prior to contract award pursuant to FAR provision 52.204-7. Therefore, prospective offerors are required to register prior to the submittal of proposals. The guidelines for registration in SAM are also available at: https://sam.gov/entity-registration. Electronic Submission/Responses: This opportunity allows for all electronic responses. Please submit your offer via email to GSOKoror@state.gov prior to the response date and time. It is important to make sure the submission is made in specific size and format; in MS-Word or MS-Excel or Adobe Acrobat (pdf) file format. The file size must not exceed 10MB. If the file size should exceed 10MB, the submission must be made in separate files and attached to separate emails with less than 10MB each. PLACE OF CONTRACT PERFORMANCE: U.S. Embassy Koror 6028 Omsangel/Beklelachieb Koror, Palau 96940",,Yes,,,2026-04-30,https://sam.gov/workspace/contract/opp/6f18dd3c1e6046b681762cd571ba9c48/view,6f18dd3c1e6046b681762cd571ba9c48,19PS4726Q0001,
2025-12-11 22:55:10.355,,Japan,Solid Waste Collection,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,Presolicitation,DEPT OF DEFENSE,DEPT OF THE NAVY,"***This is only Pre-Solicitation notice*** This notice does NOT constitute a request for proposal, request for quote or invitation for bid. This notice shall NOT be constructed as a commitment by the Government for any purpose. Interested parties can view and/or download the solicitation when it becomes available. NO HARD COPIES WILL BE PROVIDED. GENERAL INFORMATION In accordance with the Federal Acquisition Regulation (FAR) 5.207, Naval Facilities Engineering Systems Command Far East (NAVFAC FE) FEAD Camp Butler intends to solicit proposals for Integrated Solid Waste Management Bulk Waste AT MARINE CORPS INSTALLATIONS PACIFIC (MCI-PAC) CAMP SMEDLEY D. BUTLER, OKINAWA JAPAN. The scope of work includes, but is not limited to, provision of all labor, supervision, management, tools, materials, equipment, facilities, transportation, incidental engineering, and other items necessary to provide the collection and disposal of bulk waste at Marine Corps Base Camp Smedley D. Butler, Okinawa, Japan to include but not limited to Camp Foster, Camp Kinser, MCAS Futenma, Camp Hansen, Camp Courtney and Camp Schwab. The anticipated contract type is a single award, Indefinite-Delivery Indefinite-Quantity (IDIQ) contract with Recurring and Non-Recurring work items. The anticipated period of performance is a twelve-month base period with seven (7) one-year option periods. Option periods are for the continuation of services as stated above and are not guaranteed. Exercise of options are subject to determination that it is in the best interest of the Government. The Government intends to utilize the Lowest Price Technically Acceptable (LPTA) source selection process in accordance with FAR 15.101-2. Award will be made on the basis of the lowest evaluated price of proposals meeting or exceeding the acceptability standards for non-cost/price factors. Any contract resulting from this solicitation will be awarded and performed in its entirety in the country of Japan. Contractors must be duly authorized to operate and conduct business in Japan and must fully comply with all laws, decrees, labor standards, and regulations of Japan during the performance of the contract. Contractors must be registered to do business in Japan and possess all valid permits and licenses as required by the contract.",,Yes,,,2026-01-12,https://sam.gov/workspace/contract/opp/795b5088c27648eba313672a6d05e17c/view,795b5088c27648eba313672a6d05e17c,N4008426R2001,
2025-12-11 21:20:46.580,2026-01-31T23:59:00-05:00,Japan,Machine Tool Manufacturing,GAS WELD HEAT CUT - METALIZING EQ,Sources Sought,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,"The DLA-Aviation is issuing this sources sought as a means of conducting market research to identify parties having an interest in and the resources to support this requirement for one (1) Computer Numerically Controlled (CNC) Plasma Cutting Machine. Potential sources must provide turn-key machine with technical data, delivery, unloading and rigging, iuid tag, installation, foundation, testing, post processor, and on-site operator, programmer, maintenance, electrical, and mechanical training. The result of this market research will contribute to determining the method of procurement. THIS SOURCES SOUGHT IS FOR INFORMATION PURPOSES ONLY. THIS IS NOT A REQUEST FOR QUOTE/PROPOSAL. IT DOES NOT CONSTITUTE A SOLICITATION AND SHALL NOT BE CONSTRUED AS A COMMITMENT BY THE[CB1] GOVERNMENT. RESPONSES IN ANY FORM ARE NOT OFFERS AND THE GOVERNMENT IS UNDER NO OBLIGATION TO AWARD A CONTRACT AS A RESULT OF THIS ANNOUNCEMENT. NO FUNDS ARE AVAILABLE TO PAY FOR PREPARATION OF RESPONSES TO THIS ANNOUNCEMENT. ANY INFORMATION SUBMITTED BY RESPONDENTS TO THIS TECHNICAL DESCRIPTION IS STRICTLY VOLUNTARY. A determination by the Government not to compete this proposed contract based upon responses to this notice is solely within the discretion of the government. Information received will normally be considered solely for the purpose of determining whether to conduct a competitive procurement. Submission Instructions: Interested parties should submit a response to this Sources Sought Notice by closing date and time listed on SAM.gov. All responses under this Sources Sought Notice must be emailed to AVN IPE Market Research at AVNIPEMarketResearch@dla.mil. Email subject line must include ATTN: 24-25-2001. Responses should be not exceed ten (10) one-sided 8.5 x 10 inch pages with a font that is no smaller than 10 point as this is not a request for a proposal but only a request for submission of a vendor's capability to perform this requirement. Telephone inquiries will not be accepted or acknowledged, and no feedback or evaluations will be provided to companies regarding their submissions. Place of performance is Ship Repair Facility (SRF) Yokosuka, Japan which is part of the U.S. Naval Ship Repair Facility and Japan Regional Maintenance Center (SRF-JRMC) DLA Aviation is requesting industry input into the feasibility of the governments requirements. In your response, please provide: Description of your companys capabilities, based on the questions below: Comments on the attached statement of work. Please identify on the attached statement of work if your company can provide the requirement as written or propose an alternative solution. Please identify your companys business size in terms of number of employees, and whether domestic or foreign for consideration of solicitation set-aside, and small business subcontracting requirements. Please identify your companys manufacturer status: Manufacturer/Non-Manufacturing Source. If non-manufacturing source, please identify the manufacturer. Please identify whether your company will partner with subcontractors to complete this requirement. Please provide a basis of estimate to consider the total financial budget of this requirement. Estimates should capture the total procurement requirements, not solely the machines requirements. For simplicity, the estimate should broken out as follows and just needs a total cost for each area: Machine Cost to meet requirements (do not have to line item or provide options packages) Training Tech Data - Manuals and drawings Installation Foundation Shipping Rigging IUID Tag Post Processor Draft purchase description is attached. Please comment on the draft purchase description of whether the current characteristics are achievable, or whether the Government should consider an alternative that is commercially available.",,Yes,,,2026-02-15,https://sam.gov/workspace/contract/opp/92fcc6376b3449bfb7202b6058cd0142/view,92fcc6376b3449bfb7202b6058cd0142,24-25-2001,
2025-12-11 20:35:25.603,2026-01-05T15:00:00-05:00,Panama,Institutional Furniture Manufacturing,OFFICE FURNITURE,Combined Synopsis/Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The U.S. Embassy in Panama has a requirement to procure Custom Made Furniture please note that this is a combined synopsis/solicitation for a commercial item, prepared in accordance with the format FAR 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; offers are being requested, and a written solicitation will not be issued. Attachment 1  Layout: Please note that Attachment 1 is provided as a general style and design reference, as well as a guide to illustrate the furniture measurements. The awarded contractor will be required to conduct a site visit to verify and confirm all final measurements . If there are any questions regarding this solicitation please submit in writing to Claudia Burke, 317-5892 / by, email: INLPROCPANAMA@STATE.GOV no later than 12:00 PM, December 5, 2025. Offers are due by email to INLPROCPANAMA@STATE.GOV by 3:00PM, January 5, 2026 (Local Time)",,Yes,,,2026-01-20,https://sam.gov/workspace/contract/opp/d7ba4345a82041ccaa4242a7e48ebdd8/view,d7ba4345a82041ccaa4242a7e48ebdd8,19PM0726Q0003,
2025-12-11 20:34:44.601,2025-12-19T11:00:00-05:00,Nigeria,Security Guards and Patrol Services,GUARD SERVICES,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The U.S. Department of State (DOS) has a requirement for a qualified Contractor to provide Overseas Guard Services to support the U.S. Mission in Abuja/Lagos, Nigeria .The Government requires a secure environment to conduct their mission. The Contractor shall provide the organizational structure, management, and qualified staff at levels adequate to meet or exceed the requirement contained in the Performance Work Statement. The Contractor shall be required to provides ervices in a manner that prevent loss or injury to U.S. personnel, dependents, property; destruction of assets; to prevent unauthorized access; and deter potential terrorist attacks. Anticipated period of performance is one base year and four one-year options (to be exercised at the sole discretion of the Government). PHONE CALLS WILL NOT BE ACCEPTED Amendment 0001 The purpose of Amenendment 1 (A0001) is to revise the following Sections: 1) Section L.1 ( Site Visit). 2) Section L.5 ( Time, Place & Submission Offer). 3) Section L.9 ( Offeror Questions or Clarifications). All other terms and conditions remain unchanged. CLOSING DATE/TIME: 11/03/2025 - 11:00 ET US/Eastern Amendment A0002 The Government intends to issue an Amendment to extend the questions due date to October 28, 2025 and the proposals due date through at least November 25, 2025 as soon as the contract writing system comes back up. Keep a lookout in SAM for the official amendment publishing in the coming weeks to reflect the amended proposal due date in Section L. All other terms and conditions remain unchanged. FORTHCOMING AMENDMENT A003: The Government intends to issue Amendment A003 to extend the Vendor Q&A due date through November 15, 2025 and the Proposal due date through November 28, 2025, as a result of the lapse in appropriations. Please monitor SAM.gov for the official publication of Amendment A003 in the coming weeks, which will reflect the revised proposal due date in Section L.5. AMENDMENT A0003 The purpose of A0003 is to revise the following Sections: 1) Section L.5 ( Time, Place and submission Offer) 2) Section L.9 (Offerors Questions or Clarifications) All other terms and conditions remain unchanged. CLOSING DATE/TIME: 12/01/2025 - 11:00 ET US/Eastern Amendment A0004: The purpose of Amendment A0004 is to extend the proposals due date to December 10, 2025. All other terms and conditions remain unchanged. CLOSING DATE/TIME: 12/10/2025 - 11:00 ET US/Eastern Amendment A0005: The purpose of this Amendment (A0005) is to: 1) Extend the proposal due date to December 19, 2025 2) Incorporate FAR 52.225-5 Trade Agreements 3) Incorporate H-21 (EPAs Instructions for Contractor). See Section J and attachments. All other terms and conditions remain unchanged. CLOSING DATE/TIME:12/19/2025 - 11:00 ET US/Eastern Amendment A0006 The purpose of Amendment A0006 is to: 1) Provide responses to the questions submitted by including attachment A0006_Q&A_Nigeria_25R0205 2) Provide the following Updated Exhibits:A0006 Exhibit A (Abuja/Lagos) ; A0006 Exhibit C (Quality Assurance); A0006 Exhibit D (CFE); A0006 Exhibit I (Invoice Template Abuja/Lagos) ; A0006 Exhibit S (Pricing) and A0006 Exhibit U (Current Compensation) 3) Include attachment titled ""A0006 Summary of Changes"" All other terms and conditions remain unchanged",,Yes,,,2026-01-03,https://sam.gov/workspace/contract/opp/f4dcdbd4bb6749c685df95d113a57915/view,f4dcdbd4bb6749c685df95d113a57915,19AQMM25R0205,
2025-12-11 19:51:06.236,2026-01-05T15:00:00-05:00,Panama,Institutional Furniture Manufacturing,OFFICE FURNITURE,Combined Synopsis/Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The U.S. Embassy in Panama has a requirement to procure Custom Made Furniture please note that this is a combined synopsis/solicitation for a commercial item, prepared in accordance with the format FAR 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; offers are being requested, and a written solicitation will not be issued. Attachment 1  Layout: Please note that Attachment 1 is provided as a general style and design reference, as well as a guide to illustrate the furniture measurements. The awarded contractor will be required to conduct a site visit to verify and confirm all final measurements . If there are any questions regarding this solicitation please submit in writing to Claudia Burke, 317-5892 / by, email: INLPROCPANAMA@STATE.GOV no later than 12:00 PM, December 5, 2025. Offers are due by email to INLPROCPANAMA@STATE.GOV by 3:00PM, January 5, 2026 (Local Time)",,Yes,,,2026-01-20,https://sam.gov/workspace/contract/opp/31921678edee4849b435e58c43a1c146/view,31921678edee4849b435e58c43a1c146,19PM0726Q0003,
